Inn,Ogrn,КПП,Полное наименование,Короткое наименование,Почтовый индекс,Регион,Округ
2722010146,1022701126843,272201001,Федеральное государственное бюджетное образовательное учреждение высшего образования «Дальневосточная государственная академия физической культуры»,ФГБОУ ВО «ДВГАФК»,680038,Хабаровский край,Дальневосточный
5407263002,1045402457539,540201001,государственное автономное образовательное учреждение высшего образования Новосибирской области «Новосибирский государственный театральный институт»,ГАОУ ВО НСО НГТИ,630049,Новосибирская обл,Сибирский
7604283530,1157847264937,760401001,федеральное государственное казенное военное образовательное учреждение высшего образования «Ярославское высшее военное училище противовоздушной обороны» Министерства обороны Российской Федерации,Ярославское высшее военное училище противовоздушной обороны,150001,Ярославская обл,Центральный
5753017027,1025700827525,575301001,федеральное государственное бюджетное образовательное учреждение высшего образования «Орловский государственный университет экономики и торговли»,ФГБОУ ВО «ОрелГУЭТ»,302028,Орловская обл,Центральный
7734115960,1037734010555,773401001,федеральное государственное казенное военное образовательное учреждение высшего образования «Военная академия Министерства обороны Российской Федерации»,Военная академия Министерства обороны Российской Федерации или ВА МО РФ,123298,г Москва,Центральный
3808013278,1033801008218,380801001,филиал федерального государственного бюджетного образовательного учреждения высшего образования «Иркутский государственный университет» в г. Братске,ФГБОУ ВО «ИГУ» в г. Братске,664003,Иркутская обл,Сибирский
1001040287,1021000519935,100101001,Кольский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Петрозаводский государственный университет»,"Кольский филиал ПетрГУ, КФ ПетрГУ",185035,Респ Карелия,Северо-Западный
2462046116,1162468056486,246201001,"Автономная некоммерческая организация высшего образования «Сибирский институт бизнеса, управления и психологии»",АНО ВО СИБУП,660069,Красноярский край,Сибирский
2725006638,1022701404868,272501001,федеральное государственное бюджетное образовательное учреждение высшего образования «Хабаровский государственный университет экономики и права»,"ФГБОУ ВО «ХГУЭП», ХГУЭП",680042,Хабаровский край,Дальневосточный
5260038527,1025203016486,526001001,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородская государственная консерватория им. М.И. Глинки»,Нижегородская государственная консерватория им. М.И. Глинки,603000,Нижегородская обл,Приволжский
1650017589,1031616001603,165001001,федеральное государственное бюджетное образовательное учреждение высшего образования «Набережночелнинский государственный педагогический университет»,ФГБОУ ВО «НГПУ»,423806,Респ Татарстан,Приволжский
3902009840,1103914001575,390601001,Балашовский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Саратовский национальный исследовательский государственный университет имени Н.Г. Чернышевского»,БИ СГУ,236022,Калининградская обл,Северо-Западный
3662003834,1033600009134,366201001,федеральное государственное бюджетное образовательное учреждение высшего образования «Воронежский государственный институт искусств»,Воронежский государственный институт искусств,394077,Воронежская обл,Центральный
8603039002,1028600965997,860301001,федеральное государственное бюджетное образовательное учреждение высшего образования «Нижневартовский государственный университет»,ФГБОУ ВО «НВГУ»,628605,Ханты-Мансийский Автономный округ - Югра,Уральский
2302032316,1022300633827,230201001,Образовательное частное учреждение высшего образования «Армавирский социально-психологический институт»,ОЧУ ВО «Армавирский социально-психологический институт»,352904,Краснодарский край,Южный
7701165500,1037700259970,770101001,Частное образовательное учреждение высшего образования «Свято-Филаретовский православно-христианский институт»,"СФИ, Свято-Филаретовский институт",105066,г Москва,Центральный
6661003675,1026605233753,667101001,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный экономический университет»,"ФГБОУ ВО «Уральский государственный экономический университет», Уральский государственный экономический университет, УрГЭУ",620144,Свердловская обл,Уральский
1501003854,1021500508193,151301001,государственное бюджетное образовательное учреждение высшего образования «Северо-Осетинский государственный педагогический институт»,СОГПИ,362003,Респ Северная Осетия - Алания,Северо-Кавказский
7701026962,1037700092979,440101001,"федеральное государственное казенное военное образовательное учреждение высшего образования «Военная академия радиационной, химической и биологической защиты имени Маршала Советского Союза С.К. Тимошенко (г. Кострома)» Министерства обороны Российской Федерации",Военная академия РХБ защиты; ВА РХБЗ,156002,Костромская обл,Центральный
7103021213,1027100522734,710601001,Автономная некоммерческая организация высшего образования «Институт экономики и управления»,АНО ВО «ИЭУ»,300034,Тульская обл,Центральный
3329012372,1033303400965,332901001,федеральное казенное образовательное учреждение высшего образования «Владимирский юридический институт Федеральной службы исполнения наказаний»,ВЮИ ФСИН России,600020,Владимирская обл,Центральный
2901077838,1032900004191,290101001,Негосударственное частное образовательное учреждение высшего образования «Северный институт предпринимательства»,НЧОУ ВО «Северный институт предпринимательства»,163001,Архангельская обл,Северо-Западный
2226020370,1022200561756,220401001,федеральное государственное бюджетное образовательное учреждение высшего образования «Алтайский государственный гуманитарно-педагогический университет имени В.М. Шукшина»,АГГПУ им. В.М. Шукшина,659333,Алтайский край,Сибирский
2801027713,1022800517552,280101001,федеральное государственное бюджетное образовательное учреждение высшего образования «Благовещенский государственный педагогический университет»,ФГБОУ ВО «БГПУ»,675004,Амурская обл,Дальневосточный
3128027234,1023100010911,312801001,Старооскольский технологический институт им. А.А. Угарова (филиал) федерального государственного автономного образовательного учреждения высшего образования «Национальный исследовательский технологический университет «МИСиС»,СТИ НИТУ «МИСиС»,309516,Белгородская обл,Центральный
7017011109,1027000004162,701701001,Религиозная организация - духовная образовательная организация высшего образования «Томская духовная семинария Томской Епархии Русской Православной Церкви»,,634050,Томская обл,Сибирский
7804290327,1127800001856,780201001,Автономная некоммерческая организация высшего образования «Северо-Западный открытый технический университет»,АНО ВО «СЗТУ»,194017,г Санкт-Петербург,Северо-Западный
5192190224,1025100872015,519001001,Частное образовательное учреждение высшего образования «Международный институт бизнес-образования»,ЧОУ ВО МИБО,183038,Мурманская обл,Северо-Западный
2301064107,1072301003554,230101001,федеральное государственное казенное образовательное учреждение высшего образования «Институт береговой охраны Федеральной службы безопасности Российской Федерации»,ФГКОУ ИБО ФСБ России,353440,Краснодарский край,Южный
1831012198,1021801154517,184101001,Частное образовательное учреждение высшего образования «Камский институт гуманитарных и инженерных технологий»,"ЧОУ ВО «КИГИТ», Камский институт технологий",426076,Удмуртская Респ,Приволжский
6658040878,1036602631966,665801001,федеральное государственное бюджетное образовательное учреждение высшего образования «Екатеринбургский государственный театральный институт»,Екатеринбургский государственный театральный институт,620000,Свердловская обл,Уральский
1435115880,1021401049647,143501001,федеральное государственное бюджетное образовательное учреждение высшего образования «Арктический государственный институт культуры и искусств»,"АГИКИ, ФГБОУ ВО «АГИКИ», Арктический государственный институт культуры и искусств",677000,Респ Саха /Якутия/,Дальневосточный
3329032763,1043303800011,332901001,Религиозная организация - духовная образовательная организация высшего образования «Владимирская Свято - Феофановская духовная семинария города Владимира Владимирской Епархии Русской Православной Церкви»,,600006,Владимирская обл,Центральный
1659017872,1021603477411,165901001,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Казанский государственный институт культуры""",Казанский государственный институт культуры,420064,Респ Татарстан,Приволжский
2724021471,1022701290710,272401001,федеральное государственное казенное образовательное учреждение высшего образования «Хабаровский пограничный институт Федеральной службы безопасности Российской Федерации»,ФГКОУ ХПИ ФСБ России,680022,Хабаровский край,Дальневосточный
6664055128,1026605781267,667101001,Частное образовательное учреждение высшего образования «Уральский институт бизнеса и управления»,ЧОУ ВО «Уральский институт бизнеса и управления»,620014,Свердловская обл,Уральский
6450526235,1036405002138,645401001,Религиозная организация - духовная образовательная организация высшего образования Саратовская православная духовная семинария Саратовской Епархии Русской Православной Церкви,,410028,Саратовская обл,Приволжский
1503014227,1021500673677,151301001,федеральное государственное бюджетное образовательное учреждение высшего образования «Горский государственный аграрный университет»,ФГБОУ ВО Горский ГАУ,362027,Респ Северная Осетия - Алания,Северо-Кавказский
6162050006,1076100001163,616201001,Религиозная организация – духовная образовательная организация высшего образования «Донская духовная семинария Ростовской-на-Дону Епархии Русской Православной Церкви»,,344033,Ростовская обл,Южный
2725006620,1022701404549,272501001,федеральное государственное бюджетное образовательное учреждение высшего образования «Тихоокеанский государственный университет»,"Тихоокеанский государственный университет, ФГБОУ ВО «ТОГУ», ТОГУ, ФГБОУ ВО Тихоокеанский государственный университет",680042,Хабаровский край,Дальневосточный
9909437740,10150013082,054251001,Дербентский филиал Общества с ограниченной ответственностью «Азербайджанский Государственный Экономический Университет»,«Дербентский филиал ООО АГЭУ»,368600,Респ Дагестан,Северо-Кавказский
4501042062,1034500008795,450101001,федеральное государственное казенное образовательное учреждение высшего образования «Курганский пограничный институт Федеральной службы безопасности Российской Федерации»,ФГКОУ КПИ ФСБ России,640002,Курганская обл,Уральский
7839301210,1047855032631,780401001,Частное образовательное учреждение высшего образования «Санкт-Петербургский медико-социальный институт»,ЧОУВО «СПбМСИ»,195272,г Санкт-Петербург,Северо-Западный
3903010478,1023900993412,390601001,Автономная некоммерческая образовательная организация высшего образования «Калининградский институт управления»,АНООВО «КИУ»,236003,Калининградская обл,Северо-Западный
7820015254,1027809016289,782001001,Частное образовательное учреждение высшего образования «Институт правоведения и предпринимательства»,ЧОУ ВО «ИПП»,196601,г Санкт-Петербург,Северо-Западный
6658034320,1026600004760,665801001,Уральский технический институт связи и информатики (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Сибирский государственный университет телекоммуникаций и информатики» в г. Екатеринбурге,УрТИСИ СибГУТИ,620109,Свердловская обл,Уральский
9705042180,1157700009610,772001001,АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ «НАЦИОНАЛЬНЫЙ ИНСТИТУТ ДИЗАЙНА»,АНО ВО «НАЦИОНАЛЬНЫЙ ИНСТИТУТ ДИЗАЙНА»,111024,г Москва,Центральный
7719423181,1157700014075,771901001,Автономная некоммерческая организация высшего образования «Институт гуманитарного образования и информационных технологий»,АНО ВО «ИГУМО и ИТ»,105264,г Москва,Центральный
7714236558,1037739454224,773301001,Частное учреждение - образовательная организация высшего образования «Институт Содружества Независимых Государств»,"ИСНГ,Институт СНГ, Институт Содружества Независимых Государств, ЧУ ООВО «Институт Содружества Независимых Государств»",125459,г Москва,Центральный
2724089960,1052700288761,272101001,Религиозная организация - духовная образовательная организация высшего образования Хабаровской епархии Русской Православной Церкви «Хабаровская духовная семинария»,,680000,Хабаровский край,Дальневосточный
3234017534,1023202735511,325701001,федеральное государственное бюджетное образовательное учреждение высшего образования «Брянский государственный инженерно-технологический университет»,"ФГБОУ ВО «Брянский государственный инженерно-технологический университет», ФГБОУ ВО «БГИТУ», БГИТУ",241050,Брянская обл,Центральный
5009032535,1035002009558,500901001,Автономная некоммерческая образовательная организация высшего образования «Социально-правовой институт экономической безопасности»,АНОО ВО «СПИЭБ»,142005,Московская обл,Центральный
7825661004,1037858007758,784201001,Религиозная организация - духовная образовательная организация высшего образования «Санкт-Петербургская Духовная Академия Русской Православной Церкви»,,191167,г Санкт-Петербург,Северо-Западный
1435180470,1061499000012,143501001,Религиозная организация – духовная образовательная организация высшего образования «Якутская духовная семинария Якутской Епархии Русской Православной Церкви»,,677018,Респ Саха /Якутия/,Дальневосточный
5404105174,1025401485010,540401001,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный технический университет»,"НГТУ, Новосибирский государственный технический университет, ФГБОУ ВО «Новосибирский государственный технический университет», ФГБОУ ВО «НГТУ»",630087,Новосибирская обл,Сибирский
7729459892,1157700006188,770301001,Образовательная автономная некоммерческая организация высшего образования «Московская высшая школа социальных и экономических наук»,ОАНО «МВШСЭН»,125009,г Москва,Центральный
2626015335,1022601229331,262601001,"Частное образовательное учреждение высшего образования «Ессентукский институт управления, бизнеса и права»",ЧОУ ВО ЕИУБП,357601,Ставропольский край,Северо-Кавказский
6660008631,1036603485005,667001001,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный аграрный университет»,ФГБОУ ВО Уральский ГАУ,620000,Свердловская обл,Уральский
7709255964,1037739576841,770901001,Негосударственное образовательное учреждение организация высшего образования «Российская академия адвокатуры и нотариата»,ОВО «РААН»,105120,г Москва,Центральный
2020000570,1032001202903,201401001,федеральное государственное бюджетное образовательное учреждение высшего образования «Чеченский государственный университет»,ФГБОУ ВО «Чеченский государственный университет»,364024,Чеченская Респ,Северо-Кавказский
6316011909,1026301168794,631601001,Частное образовательное учреждение высшего образования «Самарская гуманитарная академия»,ЧОУ ВО «СаГА»,443011,Самарская обл,Приволжский
7719046938,1027700035989,771501001,Образовательное частное учреждение высшего образования «Международный юридический институт»,Международный юридический институт,127427,г Москва,Центральный
7710445889,1027710026156,772801001,федеральное государственное бюджетное образовательное учреждение высшего образования «Академия акварели и изящных искусств Сергея Андрияки»,Академия акварели и изящных искусств,117133,г Москва,Центральный
7715159183,1037739351319,772101001,Частное учреждение образовательная организация высшего образования Институт экономики и культуры,ЧУ ООВО Институт экономики и культуры,109439,г Москва,Центральный
7816009843,1027807985094,781601001,федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный институт кино и телевидения»,СПбГИКиТ,192102,г Санкт-Петербург,Северо-Западный
6660008582,1026604969093,667101001,Частное образовательное учреждение высшего образования «Институт международных связей»,ЧОУ ВО «ИМС»,620144,Свердловская обл,Уральский
7805082873,1037811018882,784201001,Автономная некоммерческая частная организация высшего профессионального образования «Петербургский институт иудаики»,АНО ВПО «Петербургский институт иудаики»,191036,г Санкт-Петербург,Северо-Западный
7801098833,1027800525796,784201001,"Частное образовательное учреждение высшего образования «Институт телевидения, бизнеса и дизайна»",ЧОУ ВО «ИТиД»,191124,г Санкт-Петербург,Северо-Западный
7802172600,1027800010590,780201001,Религиозная организация Высшее религиозное образовательное учреждение «Санкт-Петербургская Евангелическая Богословская Академия»,,194017,г Санкт-Петербург,Северо-Западный
7813045402,1027806875381,781301001,федеральное государственное автономное образовательное учреждение высшего образования «Санкт-Петербургский государственный электротехнический университет «ЛЭТИ» им. В.И. Ульянова (Ленина)»,СПбГЭТУ «ЛЭТИ»,197022,г Санкт-Петербург,Северо-Западный
7202084454,1027200000079,720701001,Религиозная организация Духовная образовательная организация высшего образования «Тюменская Библейская Семинария Христиан Веры Евангельской»,,627014,Тюменская обл,Уральский
5504032811,1035500001272,550401001,Сибирский казачий институт технологий и управления (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет технологий и управления имени К.Г. Разумовского (Первый казачий университет)»,СКИТУ (филиал) ФГБОУ ВО «МГУТУ им. К.Г. Разумовского (ПКУ)»,644010,Омская обл,Сибирский
4230024420,1084230000513,423001001,Юргинский технологический институт (филиал) федерального государственного автономного образовательного учреждения высшего образования «Национальный исследовательский Томский политехнический университет»,ЮТИ ТПУ,652055,Кемеровская область - Кузбасс,Сибирский
7702472060,1137799012042,770201001,Автономная некоммерческая организация высшего образования «Институт бизнеса и дизайна»,АНО ВО «Институт бизнеса и дизайна»,129090,г Москва,Центральный
6660008159,1026604932860,667001001,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный юридический университет»,"УрГЮУ, ФГБОУ ВО «Уральский государственный юридический университет», Уральский государственный юридический университет, ФГБОУ ВО «УрГЮУ»",620066,Свердловская обл,Уральский
7812031728,1037851025915,784101001,Частное образовательное учреждение высшего образования «Русская христианская гуманитарная академия»,"ЧОУ «Русская христианская гуманитарная академия», «Русская христианская гуманитарная академия», ЧОУ «РХГА»",191023,г Санкт-Петербург,Северо-Западный
2310009776,1022301439863,230901001,Частное образовательное учреждение высшего образования Южный институт менеджмента,ЧОУ ВО ЮИМ,350040,Краснодарский край,Южный
7726251367,1027739054155,773301001,Религиозная организация Образовательная организация высшего образования Духовная Академия «Благодать» христиан веры евангельской,,125363,г Москва,Центральный
1101483010,1031100403784,110101001,государственное образовательное учреждение высшего образования «Коми республиканская академия государственной службы и управления»,ГОУ ВО КРАГСиУ,167000,Респ Коми,Северо-Западный
2006000120,1032000001153,200601001,Религиозная организация (Духовное образовательное учреждение) высшего профессионального религиозного образования Курчалоевский Исламский институт имени Ахмат-Хаджи Кадырова,Курчалоевский Исламский институт имени Ахмат-Хаджи Кадырова,366329,Чеченская Респ,Северо-Кавказский
7825406741,1037843074884,781601001,негосударственное образовательное учреждение высшего профессионального образования «Академический Институт Гуманитарного Образования»,НОУ ВПО «АИГО»,192007,г Санкт-Петербург,Северо-Западный
2345000326,1022304445316,234501001,Негосударственное (частное) образовательное учреждение высшего профессионального образования «Отрадненский гуманитарный институт»,НЧОУ ВПО ОГИ,352292,Краснодарский край,Южный
6148010146,1026102162525,614801001,Образовательная автономная некоммерческая организация «Донской институт дистанционного образования»,«ДИДО»,346357,Ростовская обл,Южный
7818007633,1027808865622,784201001,Негосударственное образовательное частное учреждение высшего профессионального образования «Санкт-Петербургский институт управления и права»,НОЧУ ВПО «СПИУиП»,191144,г Санкт-Петербург,Северо-Западный
5907011998,1025901510436,590701001,федеральное государственное казенное военное образовательное учреждение высшего образования «Пермский военный институт войск национальной гвардии Российской Федерации»,Пермский военный институт войск национальной гвардии; ПВИ войск национальной гвардии,614030,Пермский край,Приволжский
1435122119,1021401054498,143501001,негосударственное образовательное учреждение высшего образования «Восточно-Сибирский институт экономики и менеджмента»,НОУ ВО «ВСИЭМ»,677000,Респ Саха /Якутия/,Дальневосточный
7814048886,1037832005860,781301001,Частное образовательное учреждение высшего образования «Невский институт языка и культуры»,ЧОУ ВО «НИЯК»,197110,г Санкт-Петербург,Северо-Западный
5502029210,1025500523950,550101001,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный автомобильно-дорожный университет (СибАДИ)»,ФГБОУ ВО «СибАДИ»,644050,Омская обл,Сибирский
2628031237,1022601324635,262801001,Образовательная организация высшего образования (Ассоциация) «Кисловодский гуманитарно-технический институт»,Кисловодский гуманитарно-технический институт,357736,Ставропольский край,Северо-Кавказский
9717044939,1167700068744,771701001,Образовательная Автономная некоммерческая организация высшего образования «Московский институт государственного и муниципального управления»,ОАНО ВО «МИГМУ»,129223,г Москва,Центральный
7709492845,1167700057359,770901001,Автономная некоммерческая организация высшего образования «Московская международная высшая школа бизнеса «МИРБИС» (Институт),Институт МИРБИС,109147,г Москва,Центральный
7725356624,1177700003007,771501001,Автономная некоммерческая организация высшего образования «Национальный институт финансовых рынков и управления»,АНО ВО НИФРУ,127018,г Москва,Центральный
7703029013,1027739097099,770101001,Образовательное частное учреждение высшего образования Институт иностранных языков,Институт иностранных языков,105005,г Москва,Центральный
7704047505,1027739291580,770401001,федеральное государственное автономное образовательное учреждение высшего образования Первый Московский государственный медицинский университет имени И.М. Сеченова Министерства здравоохранения Российской Федерации (Сеченовский Университет),ФГАОУ ВО Первый МГМУ им. И.М. Сеченова Минздрава России (Сеченовский Университет),119048,г Москва,Центральный
7704277900,1107799033946,770101001,Автономная некоммерческая организация высшего образования «Международный Университет Восстановительной Медицины»,АНО ВО «МУВМ»,101000,г Москва,Центральный
7802290699,1127800008610,780201001,Автономная некоммерческая организация высшего образования «Университет при Межпарламентской Ассамблее ЕврАзЭС»,АНО ВО «Университет при МПА ЕврАзЭС»,195277,г Санкт-Петербург,Северо-Западный
7842031130,1157800001600,784201001,Автономная некоммерческая образовательная организация высшего образования «Водная академия»,"АНОО ВО «Водная академия», АНО «Водная академия»",191167,г Санкт-Петербург,Северо-Западный
1326143609,1031322001590,132601001,Религиозная организация - духовная образовательная организация высшего образования «Саранская духовная семинария Саранской и Мордовской Епархии Русской Православной Церкви»,,430005,Респ Мордовия,Приволжский
9102165939,1159102044420,910901001,Автономная некоммерческая образовательная организация высшего образования «Крымский институт бизнеса»,АНО «Крымский институт бизнеса»,297536,Респ Крым,Южный
7714424400,1167700069228,771401001,Автономная некоммерческая организация высшего образования «Институт кино и телевидения (ГИТР)»,АНО ВО ГИТР,125284,г Москва,Центральный
7727016888,1037739159424,773101001,Негосударственное образовательное учреждение высшего образования «Российская экономическая школа» (институт),"НОУ ВО РЭШ, Российская экономическая школа, РЭШ",143085,г Москва,Центральный
7706101758,1027739267819,772701001,Частное образовательное учреждение высшего образования (высшее учебное заведение) «Европейский Институт ЮСТО (справедливость)»,ЧОУ ВО «Европейский Институт ЮСТО (справедливость)»,117312,г Москва,Центральный
7730185780,1147799016826,770701001,"Негосударственное образовательное частное учреждение высшего образования «Международный институт информатики, управления, экономики и права в г. Москве»",НОЧУ ВО МИИУЭП,127051,г Москва,Центральный
7813045875,1037828029007,781301001,федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный химико-фармацевтический университет» Министерства здравоохранения Российской Федерации,ФГБОУ ВО СПХФУ Минздрава России,197022,г Санкт-Петербург,Северо-Западный
7720001459,1037700102120,772001001,Религиозная организация - духовная образовательная организация высшего образования Московский теологический институт христиан веры евангельской,,111622,г Москва,Центральный
7716237532,1047716018206,502901001,государственное бюджетное образовательное учреждение высшего образования Московской области «Академия социального управления»,АСОУ,141006,Московская обл,Центральный
6234123841,5137746045069,623401001,федеральное государственное казенное военное образовательное учреждение высшего образования «Рязанское гвардейское высшее воздушно-десантное ордена Суворова дважды Краснознаменное командное училище имени генерала армии В.Ф.Маргелова» Министерства обороны Российской Федерации,РВВДКУ,390031,Рязанская обл,Центральный
6673147544,1069673057530,668601001,Муниципальное бюджетное образовательное учреждение высшего образования «Екатеринбургская академия современного искусства» (институт),МБОУ ВО ЕАСИ,620143,Свердловская обл,Уральский
